LookupName,SMILES,CID
"(1,2,14,18,18-pentamethyl-8-(1-methylvinyl)-17-oxopentacyclo(11.8.0.0<2,10>.0< 5,9>.0<14,19>)henicos-5-yl)methyl acetate",NA,3129303
"(17-hydroxy-1,2,14,18,18-pentamethyl-8-(1-methylvinyl)pentacyclo(11.8.0.0<2,10 >.0<5,9>.0<14,19>)henicos-5-yl)methyl (2E)-3-(4-methoxyphenyl)prop-2-enoate",CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)COC(=O)C=CC6=CC=C(C=C6)OC,3129309
"Analogue of (17-hydroxy-1,2,14,18,18-pentamethyl-8-(1-methylvinyl)pentacyclo(11.8.0.0<2,10 >.0<5,9>.0<14,19>)henicos-5-yl)methyl (2E)-3-(4-methoxyphenyl)prop-2-enoate",CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)COC(=O)C=CC6=CC=C(C=C6)OC,3129309
"(17-hydroxy-1,2,14,18,18-pentamethyl-8-(1-methylvinyl)pentacyclo(11.8.0.0<2,10 >.0<5,9>.0<14,19>)henicos-5-yl)methyl (2E)-3-(4-methoxyphenyl)prop-2-enoate",NA,3129309
"(2S,4aS,6aS,6bR,12aS,14bR)-2,4a,6a,6b,9,9,12a-heptamethyl-10,13-dioxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-2-carboxylic acid",CC1(C2CCC3(C(C2(CCC1=O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,3129312
"1,2,5,8,15,19,19-heptamethyl-13,18-dioxopentacyclo(12.8.0.0<2,11>.0<5,10>.0<15 ,20>)docos-11-ene-8-carboxylic acid",CC1(C2CCC3(C(C2(CCC1=O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,3129312
"2,4a,6a,6b,9,9,12a-Heptamethyl-10,13-dioxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydro-picene-2-carboxylic acid",CC1(C2CCC3(C(C2(CCC1=O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,3129312
"Analogue of (2S,4aS,6aS,6bR,12aS,14bR)-2,4a,6a,6b,9,9,12a-heptamethyl-10,13-dioxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-2-carboxylic acid",CC1(C2CCC3(C(C2(CCC1=O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,3129312
"(2S,4aS,6aS,6bR,12aS,14bR)-2,4a,6a,6b,9,9,12a-heptamethyl-10,13-dioxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-2-carboxylic acid",NA,3129312
"methyl 16-((4-ethoxyphenyl)methylene)-1,2,14,18,18-pentamethyl-8-(1-methylviny l)-17-oxopentacyclo(11.8.0.0<2,10>.0<5,9>.0<14,19>)henicosane-5-carboxylate",CCOC1=CC=C(C=C1)C=C2CC3(C4CCC5C6C(CCC6(CCC5(C4(CCC3C(C2=O)(C)C)C)C)C(=O)OC)C(=C)C)C,3129316
"1,2,14,18,18-pentamethyl-8-(1-methylvinyl)-17-oxopentacyclo(11.8.0.0<2,10>.0<5 ,9>.0<14,19>)henicosane-5-carbaldehyde",CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C=O,3129320
"Analogue of 1,2,14,18,18-pentamethyl-8-(1-methylvinyl)-17-oxopentacyclo(11.8.0.0<2,10>.0<5 ,9>.0<14,19>)henicosane-5-carbaldehyde",CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C=O,3129320
"1,2,14,18,18-pentamethyl-8-(1-methylvinyl)-17-oxopentacyclo(11.8.0.0<2,10>.0<5 ,9>.0<14,19>)henicosane-5-carbaldehyde",NA,3129320
"5a,5b,8,8,11a-pentamethyl-9-oxo-1-(prop-1-en-2-yl)-icosahydro-1H-cyclopenta[a]chrysene-3a-carbaldehyde",NA,3129320
CHEMBL446487,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CCC(=O)O,3131586
12-epinapelline,CCN1CC2(CCC(C34C2CC(C31)C56C4CC(C(C5)C(=C)C6O)O)O)C,3133561
"N'-(5,5-dimethyl-3-oxocyclohex-1-en-1-yl)-4-hydroxynonanehydrazide",CCCCCC(CCC(=O)NNC1=CC(=O)CC(C1)(C)C)O,3134449
"8-((2-hydroxy-2-phenylethyl)amino)-1,3,7-trimethyl-1,3,7-trihydropurine-2,6-di one",CN1C2=C(N=C1NCC(C3=CC=CC=C3)O)N(C(=O)N(C2=O)C)C,3136943
"8-[(2-hydroxy-2-phenylethyl)amino]-1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione",CN1C2=C(N=C1NCC(C3=CC=CC=C3)O)N(C(=O)N(C2=O)C)C,3136943
"8-((2-hydroxy-2-phenylethyl)amino)-1,3,7-trimethyl-1,3,7-trihydropurine-2,6-di one",NA,3136943
"3-(2H-1,3-benzodioxol-5-yl)-3-(2-methoxyphenyl)propan-1-amine",COC1=CC=CC=C1C(CCN)C2=CC3=C(C=C2)OCO3,3137710
"7,7-dimethyl-1,8-dioxa-3-azaspiro[4.5]decan-2-one",CC1(CC2(CCO1)CNC(=O)O2)C,3142716
"1-isopropyl-1,2,3,4,-tetrahydro-beta-carboline-3-carboxylic acid",CC(C)C1C2=C(CC(N1)C(=O)O)C3=CC=CC=C3N2,3143289
"2-(1,3-dimethyl-2,6-dioxo(1,3,7-trihydropurin-7-yl))-N-((4-sulfamoylphenyl)met hyl)acetamide",CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)NCC3=CC=C(C=C3)S(=O)(=O)N,3145052
"9-acetyl-17-hydroxy-10,14-dimethyl-20-oxahexacyclo(11.9.0.0<2,10>.0<4,9>.0<14, 19>.0<19,21>)docosane",CC(=O)C12CCCCC1CC3C2(CCC4C3CC5C6(C4(CCC(C6)O)C)O5)C,3145900
"Analogue of 9-acetyl-17-hydroxy-10,14-dimethyl-20-oxahexacyclo(11.9.0.0<2,10>.0<4,9>.0<14, 19>.0<19,21>)docosane",CC(=O)C12CCCCC1CC3C2(CCC4C3CC5C6(C4(CCC(C6)O)C)O5)C,3145900
4 2 oxopyrrolidin 1 yl butanoic acid,C1CC(=O)N(C1)CCCC(=O)O,3146689
4-(2-Oxopyrrolidin-1-yl)butanoic acid,C1CC(=O)N(C1)CCCC(=O)O,3146689
"N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-1,3-benzodioxole-5-carboxamide",CC(C)(C)C1=NN=C(S1)NC(=O)C2=CC3=C(C=C2)OCO3,3148009
"9a,11a-dimethyl-1-(2-methyl-1,3-dioxolan-2-yl)-hexadecahydrospiro[cyclopenta[a]phenanthrene-7,2'-[1,3]dioxolan]-10-ol",CC12CCC3(CC1CCC4C2C(CC5(C4CCC5C6(OCCO6)C)C)O)OCCO3,3148352
"N-[(2H-1,3-benzodioxol-5-yl)methyl]-2,2-dimethyloxan-4-amine",CC1(CC(CCO1)NCC2=CC3=C(C=C2)OCO3)C,3149167
(3S)-5-oxo-1-propan-2-ylpyrrolidine-3-carboxylate,CC(C)N1CC(CC1=O)C(=O)O,3151004
"N-[3-[2,5-dioxo-3-(phenylmethyl)-1-pyrrolidinyl]phenyl]acetamide",CC(=O)NC1=CC(=CC=C1)N2C(=O)CC(C2=O)CC3=CC=CC=C3,3151046
"8-[(3-hydroxypropyl)amino]-3-methyl-7-(2-methylprop-2-en-1-yl)-2,3,6,7-tetrahydro-1H-purine-2,6-dione",CC(=C)CN1C2=C(N=C1NCCCO)N(C(=O)NC2=O)C,3151073
3-(1H-Indol-3-YL)-2-[2-(2-methylphenoxy)acetamido]propanoic acid,CC1=CC=CC=C1OCC(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O,3151743
3-indol-3-yl-2-(2-(2-methylphenoxy)acetylamino)propanoic acid,CC1=CC=CC=C1OCC(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O,3151743
BAS 05150393,CC1=CC=CC=C1OCC(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O,3151743
BAS 05150393,NA,3151743
(2R)-N-(4-carbamoylphenyl)oxolane-2-carboxamide,C1CC(OC1)C(=O)NC2=CC=C(C=C2)C(=O)N,3155148
"(1S,5S,6R,7R)-4-oxo-3-propyl-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-6-carboxylate",CCCN1CC23C=CC(O2)C(C3C1=O)C(=O)O,3157050
"7-(2-methoxyethyl)-8-((3-methoxypropyl)amino)-3-methyl-1H-purine-2,6(3H,7H)-dione",CN1C2=C(C(=O)NC1=O)N(C(=N2)NCCCOC)CCOC,3157422
"6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",COC1=C(C=C2CNC(CC2=C1)C(=O)O)OC,3160572
2-Methylpyrimidine-5-carbaldehyde,CC1=NC=C(C=N1)C=O,3160970
"2-(2,6-Dimethylmorpholin-4-yl)acetate",CC1CN(CC(O1)C)CC(=O)O,3163245
(3S)-1-tert-butyl-5-oxopyrrolidine-3-carboxylate,CC(C)(C)N1CC(CC1=O)C(=O)O,3163418
"(3,4-diethoxyphenyl)-N-(5-hydroxy-7-methyl(4-hydro-1,2,4-triazolo(1,5-a)pyrimi din-6-yl))carboxamide",CCOC1=C(C=C(C=C1)C(=O)NC2=C(N=C3N=CNN3C2=O)C)OCC,3163509
"4-(5-(2-ethoxyphenoxy)pentyl)-3,5-dimethyl-1H-pyrazole",CCOC1=CC=CC=C1OCCCCCC2=C(NN=C2C)C,3240425
"4-[5-(2-ethoxyphenoxy)pentyl]-3,5-dimethyl-1H-pyrazole",CCOC1=CC=CC=C1OCCCCCC2=C(NN=C2C)C,3240425
"4-[dimethylamino(oxo)methyl]-3,5-dimethyl-1H-pyrrole-2-carboxylic acid ethyl ester",CCOC(=O)C1=C(C(=C(N1)C)C(=O)N(C)C)C,3243413
5-(3-methoxyphenyl)-N-(2-phenylethyl)isoxazole-3-carboxamide,COC1=CC=CC(=C1)C2=CC(=NO2)C(=O)NCCC3=CC=CC=C3,3243612
"5,8,10,14-Eicosatetraenoicacid, 12-oxo-, (5Z,8Z,10E,14Z)-",CCCCCC=CCC(=O)C=CC=CCC=CCCCC(=O)O,3246881
Eicosanoids 12-oxoETE C20H30O3,CCCCCC=CCC(=O)C=CC=CCC=CCCCC(=O)O,3246881
Hexanoyl-L-Carnitine,NA,3246938
Hexanoyl-carnitine; AIF; CE30; MS2Dec,NA,3246938
1-Icosanoylglycerol,CCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,3246944
"(2S,3R)-2-aminoheptadecane-1,3-diol",CCCCCCCCCCCCCC[C@H]([C@H](CO)N)O,3247037
Heptadecasphinganine,CCCCCCCCCCCCCC[C@H]([C@H](CO)N)O,3247037
Sphinganine (C17 base),CCCCCCCCCCCCCC[C@H]([C@H](CO)N)O,3247037
Sphinganine (C17 base),NA,3247037
Beta-Phenylethyl N-Capronamide,CCCCCC(=O)NCCC1=CC=CC=C1,3250007
Beta-Phenylethyl n-capronamide,CCCCCC(=O)NCCC1=CC=CC=C1,3250007
"9a,11a-dimethyl-1-oxo-hexadecahydro-1H-cyclopenta[a]phenanthren-7-yl 3-(piperidin-1-yl)propanoate",CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OC(=O)CCN5CCCCC5,3250788
Isoleucylisoleucyl Anhydride,CCC(C)C1C(=O)NC(C(=O)N1)C(C)CC,3252652
"1,2-dimethoxy-4-[(1S)-1-methoxy-2-nitroethyl]benzene",COC1=C(C=C(C=C1)C(C[N+](=O)[O-])OC)OC,3255568
"propyl (1S,5R,6S,7R)-4-oxo-3-[[(2S)-oxolan-2-yl]methyl]-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-6-carboxylate",CCCOC(=O)C1C2C=CC3(C1C(=O)N(C3)CC4CCCO4)O2,3261864
"(E)-5-hydroxy-3-isobutyl-6-(3-methylbenzylidene)-1,6-dihydropyrazin-2(3H)-one",CC1=CC(=CC=C1)C=C2C(=O)NC(C(=O)N2)CC(C)C,3270083
2-(piperidin-1-yl)ethyl 1H-indole-3-carboxylate,C1CCN(CC1)CCOC(=O)C2=CNC3=CC=CC=C32,3272300
5-Methyl-1-propylpyrazole-4-carboxylate,CCCN1C(=C(C=N1)C(=O)[O-])C,3273213
"(2S,3aR,7aS)-2,3,3a,4,5,6,7,7a-octahydro-1H-indole-2-carboxylate",C1CCC2C(C1)CC(N2)C(=O)O,3274680
"1-[(2S)-butan-2-yl]-2-[(2R)-butan-2-yl]diazinane-3,6-dione",CCC(C)N1C(=O)CCC(=O)N1C(C)CC,3275480
"2-{hexadecahydro-1H-cyclopenta[a]phenanthren-7-yloxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C1CC2CCC3C4CCC(CC4CCC3C2C1)OC5C(C(C(C(O5)CO)O)O)O,3286788
"2-amino-1-(4-aminophenyl)propane-1,3-diol",C1=CC(=CC=C1C(C(CO)N)O)N,3288742
4-(Hex-5-EN-1-yloxy)phenol,C=CCCCCOC1=CC=C(C=C1)O,3289573
Indolepropionate,C1=CC=C2C(=C1)C(=CN2)CCC(=O)[O-],3292996
"5-(2,5-dioxopyrrolidin-1-yl)pentanoic Acid",C1CC(=O)N(C1=O)CCCCC(=O)O,3297439
"(2,3-dihydroxypropoxy)(3-(hexadecanoyloxy)-2-hydroxypropoxy)phosphinic acid",CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O,3300276
"[3-[2,3-Dihydroxypropoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] hexadecanoate",CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O,3300276
4-(Tetradecanamido)benzoic acid,CCCCCCCCCCCCCC(=O)NC1=CC=C(C=C1)C(=O)O,3304347
3-(5-Hydroxypent-3-enoxy)propanenitrile,C(COCCC#N)C=CCO,3311777
alpha-L-Asp-L-Phe,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)N,3317082
STL342643,NA,3325199
PYRROLE-2-CARBOXYLATE,C1=CNC(=C1)C(=O)[O-],3330246
Rosin,C1=CC=C(C=C1)C=CCOC2C(C(C(C(O2)CO)O)O)O,3340349
"(2R)-1,5-diisocyanato-2-methylpentane",CC(CCCN=C=O)CN=C=O,3343484
methyl 2-((4-methoxyphenyl)methylene)-3-oxobenzo(b)furan-5-carboxylate,COC1=CC=C(C=C1)C=C2C(=O)C3=C(O2)C=CC(=C3)C(=O)OC,3344298
methyl 2-((4-methoxyphenyl)methylene)-3-oxobenzo(b)furan-5-carboxylate,NA,3344298
Benzyl-(1-ethoxycarbonyl-undecyl)-dimethyl-ammonium,CCCCCCCCCCC(C(=O)OCC)[N+](C)(C)CC1=CC=CC=C1,3346292
Benzyl-(1-ethoxycarbonyl-undecyl)-dimethyl-ammonium,NA,3346292
1005141-11-6,NA,3352287
Ala-C14:0,CCCCCCCCCCCCCC(=O)NC(C)C(=O)O,3353917
"9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthrene-2,5,7-triol",CC12CCC3C(C1CC(C2)O)CC(C4C3(CCC(C4)O)C)O,3357662
"9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthrene-2,4,7-triol",CC12CCC3C(C1CC(C2)O)C(CC4C3(CCC(C4)O)C)O,3357791
"7-(methoxymethyl)-2,3,5,7a-tetrahydro-1H-pyrrolizin-1-ol",COCC1=CCN2C1C(CC2)O,3360000
"Butan-2-yl 2-amino-1-cyclohexylpyrrolo[3,2-b]quinoxaline-3-carboxylate",CCC(C)OC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4CCCCC4)N,3363658
"butan-2-yl 2-amino-1-cyclohexylpyrrolo(3,2-b)quinoxaline-3-carboxylate",CCC(C)OC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4CCCCC4)N,3363658
"5-formyl-5,9-dimethyltetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane-14-carboxylic acid",CC1(CCCC2(C1CCC34C2CCC(C3)C(C4)C(=O)O)C)C=O,3364630
"2,3-dihydroxypropyl hexadec-9-enoate",CCCCCCC=CCCCCCCCC(=O)OCC(CO)O,3377134
12-Octadecynoic acid,CCCCCC#CCCCCCCCCCCC(=O)O,3378048
"(5R,7R)-3-amino-5,7-dimethyladamantan-1-ol",CC12CC3(CC(C1)(CC(C2)(C3)O)N)C,3382167
Analogue of Timosaponin A1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)O)C)C)C)OC1,3390254
2-acetamido-3-(4-methoxyphenyl)propanoic acid,CC(=O)NC(CC1=CC=C(C=C1)OC)C(=O)O,3394278
2-(Benzyloxy)acetonitrile,C1=CC=C(C=C1)COCC#N,3398610
3-(2-Propan-2-ylimidazol-1-yl)propanoate,CC(C)C1=NC=CN1CCC(=O)[O-],3402116
"5-(hydroxyimino)-2,15-dimethyltetracyclo(8.7.0.0<2,7>.0<11,15>)heptadecan-14-o l",CC12CCC(=NO)CC1CCC3C2CCC4(C3CCC4O)C,3403035
Oprea1 149300,CC1CCCN(C1)CC(COC2=CC3=C(CCC3)C=C2)O,3412061
"7,2',3'-Trimethoxyflavanone",COC1=CC2=C(C=C1)C(=O)CC(O2)C3=C(C(=CC=C3)OC)OC,3419793
"methyl 2-(6-{4,4,7,9a-tetramethyl-2H,3H,3aH,4H,4aH,5H,6H,8aH,9H,9aH-naphtho[2,3-b]furan-2-yl}-6-methyl-1,2-dioxan-3-yl)propanoate",CC1=CC2CC3(C(CC(O3)C4(CCC(OO4)C(C)C(=O)OC)C)C(C2CC1)(C)C)C,3427019
3-oxo-N-[4-(3-oxobutanoylamino)butyl]butanamide,CC(=O)CC(=O)NCCCCNC(=O)CC(=O)C,3435395
N-butyl-2-hydroxy-4-(octyloxy)benzamide,CCCCCCCCOC1=CC(=C(C=C1)C(=O)NCCCC)O,3438951
Ethyl 4-isocyanatobutyrate,CCOC(=O)CCCN=C=O,3445674
Ethyl 6-isocyanatohexanoate,CCOC(=O)CCCCCN=C=O,3445675
"4,5,6,7-Tetrahydro-2,1-benzisoxazol-3-amine",C1CCC2=NOC(=C2C1)N,3446560
"2,4-Dimethyl-6-oxo-1,6-dihydro-3-pyridinecarboxylic acid",CC1=CC(=O)NC(=C1C(=O)O)C,3446564
"1,2-dimethyl 3,5-dimethoxybenzene-1,2-dicarboxylate",COC1=CC(=C(C(=C1)OC)C(=O)OC)C(=O)OC,3447295
"N,O-Didesmethylvenlafaxine",CNCC(C1=CC=C(C=C1)O)C2(CCCCC2)O,3451347
"N,O-Didesvenlafaxine",CNCC(C1=CC=C(C=C1)O)C2(CCCCC2)O,3451347
"1-(2,6-diaminohexanoyl)pyrrolidine-2-carboxylic acid",NA,3463861
"(3S,6S,8aR)-6-amino-6-benzyl-5-oxo-1,2,3,7,8,8a-hexahydroindolizine-3-carbaldehyde",C1CC(N2C1CCC(C2=O)(CC3=CC=CC=C3)N)C=O,3465278
HC Red 3,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO,3465817
"6-hydroxy-10a,12a-dimethyl-2H,3H,4H,4aH,4bH,5H,6H,8H,9H,10H,10aH,10bH,11H,12H,12aH-phenanthro[2,1-b]pyran-2,8-dione",CC12CCC(=O)C=C1C(CC3C2CCC4(C3CCC(=O)O4)C)O,3467097
"1-(cyclohexylamino)-3-(4-(1,3,4-oxadiazol-2-yl)phenoxy)propan-2-ol",C1CCC(CC1)NCC(COC2=CC=C(C=C2)C3=NN=CO3)O,3467250
Methyl 4-methyl-1H-pyrazole-3-carboxylate,CC1=C(NN=C1)C(=O)OC,3467807
"11-[3-(tert-butoxy)-2-hydroxypropyl]-7,11-diazatricyclo[7.3.1.0²,⁷]trideca-2,4-dien-6-one",CC(C)(C)OCC(CN1CC2CC(C1)C3=CC=CC(=O)N3C2)O,3468867
2-(Decanoylamino)benzoate,CCCCCCCCCC(=O)NC1=CC=CC=C1C(=O)[O-],3470001
"(3,4,5,6-tetrahydroxyoxan-2-yl)methyl 2-{[(benzyloxy)carbonyl]amino}-3-methylbutanoate",CC(C)C(C(=O)OCC1C(C(C(C(O1)O)O)O)O)NC(=O)OCC2=CC=CC=C2,3470246
1-((2R)-2-amino-4-methylsulfanylbutanoyl)pyrrolidine-2-carboxylic acid,CSCCC(C(=O)N1CCCC1C(=O)O)N,3472451
Methionylproline,CSCCC(C(=O)N1CCCC1C(=O)O)N,3472451
"1-(2,4-dimethoxyphenyl)-decahydroisoquinolin-4a-ol",COC1=CC(=C(C=C1)C2C3CCCCC3(CCN2)O)OC,3472906
"(octahydro-1H-quinolizin-1-yl)methyl N-(2,5-dimethoxyphenyl)carbamate",COC1=CC(=C(C=C1)OC)NC(=O)OCC2CCCN3C2CCCC3,3473662
"14-(hydroxymethyl)-5,9-dimethyltetracyclo(11.2.1.0¹,¹⁰.0⁴,⁹)hexadecane-5-carbaldehyde",CC1(CCCC2(C1CCC34C2CCC(C3)C(C4)CO)C)C=O,3481851
"14-(hydroxymethyl)-5,9-dimethyltetracyclo(11.2.1.0¹,¹⁰.0⁴,⁹)hexadecane-5-carbaldehyde",NA,3481851
4-Dodecyloxyphenol,CCCCCCCCCCCCOC1=CC=C(C=C1)O,3490858
2-{[(tert-butoxy)carbonyl]amino}-4-[(9H-xanthen-9-yl)carbamoyl]butanoic acid,CC(C)(C)OC(=O)NC(CCC(=O)NC1C2=CC=CC=C2OC3=CC=CC=C13)C(=O)O,3492100
"methyl 4-{4,5-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanoate",CC(CCC(=O)OC)C1CCC2C1(CCC3C2C(C(C4C3(CCCC4)C)O)O)C,3496877
"(10R,13S,16R,17S)-17-acetyl-16-ethyl-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta(a)phenanthren-3-yl acetate",CCC1CC2C3CC=C4CC(CCC4(C3CCC2(C1C(=O)C)C)C)OC(=O)C,3499620
"(10R,13S,16R,17S)-17-acetyl-16-ethyl-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta(a)phenanthren-3-yl acetate",NA,3499620
"(1S,2S,6R,7R,9R)-6-methyl-10,12-dioxatricyclo(7.2.1.0<2,7>)dodec-4-en-8-one",CC1C=CCC2C1C(=O)C3OCC2O3,3500658
"Tricyclo[7.2.1.0(2,7)]dodec-4-en-8-one, 6-methyl-10,12-dioxa-",CC1C=CCC2C1C(=O)C3OCC2O3,3500658
"(1S,2S,6R,7R,9R)-6-methyl-10,12-dioxatricyclo(7.2.1.0<2,7>)dodec-4-en-8-one",NA,3500658
"1-[(tert-butoxy)carbonyl]-2,5-dihydro-1H-pyrrole-2-carboxylic acid",CC(C)(C)OC(=O)N1CC=CC1C(=O)O,3504483
5-(2-methylpropyl)-1H-pyrazole-3-carboxylate,CC(C)CC1=CC(=NN1)C(=O)[O-],3515338
"Methyl 2-amino-4,5-diethoxybenzoate",CCOC1=C(C=C(C(=C1)C(=O)OC)N)OCC,3516698
2-Piperidin-1-ium-1-ylethyl 4-methoxybenzoate,COC1=CC=C(C=C1)C(=O)OCC[NH+]2CCCCC2,3518899
4-methyl-2-[(pyrrolidin-2-yl)formamido]pentanoic acid,CC(C)CC(C(=O)O)NC(=O)C1CCCN1,3527720
"{[1-(5,5-dimethyl-2-oxooxolan-3-yl)propan-2-ylidene]amino}urea",CC(=NNC(=O)N)CC1CC(OC1=O)(C)C,3531643
"N,N'-butane-1,4-diylbis(2-ethylbutanamide)",CCC(CC)C(=O)NCCCCNC(=O)C(CC)CC,3532744
"6,11-Dioxododecanoic acid",CC(=O)CCCCC(=O)CCCCC(=O)O,3537454
"6,11-dioxododecanoic acid",CC(=O)CCCCC(=O)CCCCC(=O)O,3537454
tert-Butyl N-(2-phenylethyl)carbamate,CC(C)(C)OC(=O)NCCC1=CC=CC=C1,3541750
Tert-butyl 2-methyl-2-nitropropionate,CC(C)(C)OC(=O)C(C)(C)[N+](=O)[O-],3542088
"3-(3,4-dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)ethyl]propanamide",NA,3549763
"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-(3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl)-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one",C1C(C(C(C(O1)C2=C3C(=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O,3550102
Cyclohexyl N-(3-nitrophenyl)carbamate,C1CCC(CC1)OC(=O)NC2=CC(=CC=C2)[N+](=O)[O-],3555791
"Bis(3,5-dimethoxybenzylidene)acetone",COC1=CC(=CC(=C1)C=CC(=O)C=CC2=CC(=CC(=C2)OC)OC)OC,3559482
"3-(3,4-dimethoxyphenyl)-N,N-dipentylprop-2-enamide",CCCCCN(CCCCC)C(=O)C=CC1=CC(=C(C=C1)OC)OC,3561634
"(8-Benzyl-1,4-dioxa-8-aza-spiro[4.5]dec-6-YL)-methanol",C1CN(CC(C12OCCO2)CO)CC3=CC=CC=C3,3563668
"N-{3,4,5-trimethoxy-13-oxo-14-[(2-oxoazepan-3-yl)amino]tricyclo[9.5.0.0²,⁷]hexadeca-1(16),2(7),3,5,11,14-hexaen-10-yl}acetamide",CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC4CCCCNC4=O)OC)OC)OC,3565020
"7-(2,6-dimethyl-8-(2-methylbutanoyloxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl)-3,5-dihydroxyheptanoic acid",CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)C,3565209
"7-[2,6-Dimethyl-8-(2-methyl-1-oxobutoxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)C,3565209
"7-(2,6-dimethyl-8-(2-methylbutanoyloxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl)-3,5-dihydroxyheptanoic acid",NA,3565209
"6-acetyl-3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)C(C(C1)(C)C)C(=O)C,3565645
4-[2-(pyridin-3-yl)piperidin-1-yl]but-2-yn-1-yl acetate,CC(=O)OCC#CCN1CCCCC1C2=CN=CC=C2,3566295
"6,7-dimethoxy-1,2,3,4-tetrahydroquinoline-3-carboxylic acid",COC1=C(C=C2C(=C1)CC(CN2)C(=O)O)OC,3566297
(2-Methyl-5-nitrophenyl)methanol,CC1=C(C=C(C=C1)[N+](=O)[O-])CO,3567085
1-(3-ethoxy-4-hydroxyphenyl)-decahydroisoquinolin-4a-ol,CCOC1=C(C=CC(=C1)C2C3CCCCC3(CCN2)O)O,3581914
N-butyl-4-tert-butylbenzamide,CCCCNC(=O)C1=CC=C(C=C1)C(C)(C)C,3583788
2-(3-Carboxypropanoylamino)hexanoic acid,CCCCC(C(=O)O)NC(=O)CCC(=O)O,3596795
